aspect,box_area,h,iou,poly_box_ratio,reasons,split,stem,w
1.205,0.040263,0.2203,,0.8721,touches_boundary,train,OHI_datasetIMG_2069_JPG.rf.93f324e385e41147e86d3e198ab3e800,0.1828
2.091,0.006726,0.1186,,0.769,touches_boundary,train,OHI_datasetIMG_23351_jpg.rf.778fd3654d07738fb96338d8f69d9230,0.0567
3.051,0.014918,0.2133,,0.706,touches_boundary,train,OHI_datasetIMG_23351_jpg.rf.778fd3654d07738fb96338d8f69d9230,0.0699
5.436,0.004379,0.1543,,0.6887,extreme_aspect;touches_boundary,train,OHI_datasetIMG_23351_jpg.rf.778fd3654d07738fb96338d8f69d9230,0.0284
2.552,0.005348,0.1168,,0.3962,low_polygon_to_box_ratio,train,OHI_datasetIMG_23351_jpg.rf.9e56f4e5747f10607836cf3752e376f4,0.0458
2.242,0.021144,0.2177,,0.5093,touches_boundary,train,OHI_datasetIMG_23351_jpg.rf.9e56f4e5747f10607836cf3752e376f4,0.0971
3.016,0.008069,0.156,,0.4583,touches_boundary,train,OHI_datasetIMG_23351_jpg.rf.9e56f4e5747f10607836cf3752e376f4,0.0517
6.075,0.00341,0.1439,,1.0,extreme_aspect,train,OHI_datasetIMG_23351_jpg.rf.e24ed0bb7f0aa80e3ec41f88381f0d3d,0.0237
5.025,0.003113,0.1251,,1.0,extreme_aspect,train,OHI_datasetIMG_2335_JPG.rf.83ffa6d0051bd44179dc56144595617d,0.0249
1.064,0.065292,0.2477,,0.8461,touches_boundary,train,OHI_datasetIMG_2338_jpg.rf.bb277b6958ed9589dd0221aa26513c56,0.2636
1.673,0.062891,0.3244,,0.8433,touches_boundary,train,OHI_datasetIMG_2338_jpg.rf.bb277b6958ed9589dd0221aa26513c56,0.1939
2.124,0.058255,0.3518,,0.7184,touches_boundary,train,OHI_datasetIMG_2338_jpg.rf.cbcae56ff60b4f8d713c9b2511e920bd,0.1656
1.371,0.046627,0.2528,,0.8979,touches_boundary,train,OHI_datasetIMG_23421_jpg.rf.8d887d37923df6950eba53bba6a8fbbe,0.1844
1.505,0.035522,0.2312,,0.6964,touches_boundary,train,OHI_datasetIMG_23421_jpg.rf.c4e1bbf256fa546f75430ed6fe4038d0,0.1536
1.187,0.027743,0.1529,,0.7185,touches_boundary,train,OHI_datasetIMG_23421_jpg.rf.c4e1bbf256fa546f75430ed6fe4038d0,0.1815
2.794,0.016718,0.2161,,0.7938,touches_boundary,train,OHI_datasetIMG_2347_jpg.rf.542e006e7a27ef2ee7b87dd71c4a62cd,0.0774
4.188,0.011295,0.2175,,0.8024,touches_boundary,train,OHI_datasetIMG_2347_jpg.rf.542e006e7a27ef2ee7b87dd71c4a62cd,0.0519
2.553,0.023686,0.2459,,0.8447,touches_boundary,train,OHI_datasetIMG_2347_jpg.rf.67cb7eebc2e35313898b61a302aded26,0.0963
1.256,0.026011,0.1808,,0.8379,touches_boundary,train,OHI_datasetIMG_2347_jpg.rf.67cb7eebc2e35313898b61a302aded26,0.1439
1.308,0.051491,0.2595,,0.7238,touches_boundary,train,OHI_datasetIMG_2375_JPG.rf.9a168f77f1488608dff37b3b0097f759,0.1984
1.435,0.050795,0.27,,0.7614,touches_boundary,train,OHI_datasetIMG_2375_JPG.rf.9a168f77f1488608dff37b3b0097f759,0.1882
1.542,0.061667,0.3083,,0.7041,touches_boundary,train,OHI_datasetIMG_2375_JPG.rf.9a168f77f1488608dff37b3b0097f759,0.2
1.268,0.050436,0.2528,,0.7322,touches_boundary,train,OHI_datasetIMG_2375_JPG.rf.aefe7a640c4a13635ba931927e6682bf,0.1995
1.173,0.053806,0.2512,,0.7366,touches_boundary,train,OHI_datasetIMG_2375_JPG.rf.aefe7a640c4a13635ba931927e6682bf,0.2142
1.029,0.033706,0.181,,0.7636,touches_boundary,train,OHI_datasetIMG_2375_JPG.rf.aefe7a640c4a13635ba931927e6682bf,0.1863
1.388,0.053806,0.2733,,0.7457,touches_boundary,train,OHI_datasetIMG_2375_JPG.rf.aefe7a640c4a13635ba931927e6682bf,0.1969
1.5,0.065472,0.3134,,0.7098,touches_boundary,train,OHI_datasetIMG_2375_JPG.rf.aefe7a640c4a13635ba931927e6682bf,0.2089
1.713,0.006914,0.0635,,0.7371,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.6aa59af3a4c1f31ea6abd33cbc6cf415,0.1088
1.536,0.010786,0.0838,,0.7739,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.6aa59af3a4c1f31ea6abd33cbc6cf415,0.1287
1.065,0.020884,0.14,,0.7608,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.6aa59af3a4c1f31ea6abd33cbc6cf415,0.1491
1.396,0.046934,0.256,,0.6918,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.6aa59af3a4c1f31ea6abd33cbc6cf415,0.1834
1.629,0.055855,0.3017,,0.769,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.6aa59af3a4c1f31ea6abd33cbc6cf415,0.1852
2.301,0.030165,0.2635,,0.7381,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.6aa59af3a4c1f31ea6abd33cbc6cf415,0.1145
1.564,0.073717,0.3396,,0.6822,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.6aa59af3a4c1f31ea6abd33cbc6cf415,0.2171
1.328,0.040323,0.2314,,0.707,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.6aa59af3a4c1f31ea6abd33cbc6cf415,0.1742
1.316,0.05871,0.2779,,0.6793,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.d611fce4f9e1c668818c007fa88541ff,0.2112
1.773,0.035236,0.2499,,0.7394,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.d611fce4f9e1c668818c007fa88541ff,0.141
1.004,0.038591,0.196,,0.7233,touches_boundary,train,OHI_datasetIMG_2377_JPG.rf.d611fce4f9e1c668818c007fa88541ff,0.1968
4.053,0.030104,0.3493,,0.8107,touches_boundary,train,OHI_datasetIMG_2418_jpg.rf.c747d39c4d0c8a7fdf180642cc79929d,0.0862
1.375,0.056338,0.2783,,0.887,touches_boundary,train,OHI_datasetIMG_2420_jpg.rf.e9f59a499199e347b42d8d6335d3f8f3,0.2024
1.465,0.075073,0.3316,,0.9102,touches_boundary,train,OHI_datasetIMG_2420_jpg.rf.e9f59a499199e347b42d8d6335d3f8f3,0.2264
1.529,0.034913,0.231,,0.8517,touches_boundary,train,OHI_datasetIMG_2422_jpg.rf.412e060918eeedd57773abb2e3456082,0.1511
1.776,0.041012,0.2699,,0.8454,touches_boundary,train,OHI_datasetIMG_2422_jpg.rf.412e060918eeedd57773abb2e3456082,0.1519
1.115,0.031795,0.1689,,0.9074,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.3adb9d1b4a44b1779bee73bc666f7f6c,0.1882
1.594,0.019672,0.1771,,0.8738,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.3adb9d1b4a44b1779bee73bc666f7f6c,0.1111
1.693,0.024242,0.2026,,0.8698,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.3adb9d1b4a44b1779bee73bc666f7f6c,0.1197
1.336,0.059049,0.2809,,0.8827,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.3adb9d1b4a44b1779bee73bc666f7f6c,0.2102
1.275,0.03133,0.1999,,0.8001,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.6060517bbdc8f3e571e4ac2453576257,0.1567
1.067,0.015432,0.1202,,0.8278,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.6060517bbdc8f3e571e4ac2453576257,0.1284
1.096,0.028622,0.1771,,0.8159,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.6060517bbdc8f3e571e4ac2453576257,0.1616
1.672,0.067544,0.336,,0.8297,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.6060517bbdc8f3e571e4ac2453576257,0.201
1.45,0.017057,0.1573,,0.8362,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.6060517bbdc8f3e571e4ac2453576257,0.1084
1.324,0.022287,0.1718,,0.7776,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.6060517bbdc8f3e571e4ac2453576257,0.1297
1.048,0.062527,0.256,,0.8198,touches_boundary,train,OHI_datasetIMG_2451_jpg.rf.6060517bbdc8f3e571e4ac2453576257,0.2443
5.43,0.002104,0.1069,,1.0,extreme_aspect,train,OHI_datasetIMG_2481_JPG.rf.f8eabc4f224b7d25cedadc9e81a6fd41,0.0197
5.826,0.004481,0.1616,,1.0,extreme_aspect,train,OHI_datasetIMG_2501_jpg.rf.91cda67b6f05b5489e8e628f9318b324,0.0277
1.162,0.048333,0.204,,0.7693,touches_boundary,train,OHI_datasetIMG_2592_jpg.rf.b8f3c0776b9eebdab26e3492411048fd,0.237
1.095,0.031427,0.1855,,0.795,touches_boundary,train,OHI_datasetIMG_2592_jpg.rf.b8f3c0776b9eebdab26e3492411048fd,0.1694
1.206,0.020167,0.156,,0.7558,touches_boundary,train,OHI_datasetIMG_2593_jpg.rf.b7b2761b258595f2af495935c3e438f2,0.1293
1.417,0.025029,0.1883,,0.761,touches_boundary,train,OHI_datasetIMG_2593_jpg.rf.b7b2761b258595f2af495935c3e438f2,0.1329
2.0,0.011504,0.1517,,0.7075,touches_boundary,train,OHI_datasetIMG_2593_jpg.rf.b7b2761b258595f2af495935c3e438f2,0.0758
2.525,0.013134,0.1821,,0.3596,low_polygon_to_box_ratio,train,OHI_datasetIMG_2634_JPG.rf.e5cf9e7e59aea7861880d6a34c7cb574,0.0721
6.981,0.00439,0.1751,,1.0,extreme_aspect,train,OHI_datasetIMG_2634_JPG.rf.edb223d62c91f13f0883f67b1393c942,0.0251
1.118,0.009608,0.1036,,0.783,touches_boundary,train,OHI_datasetIMG_2718_JPG.rf.6874bf5f6f62e9dd93c7192a24542051,0.0927
1.102,0.012979,0.1196,,0.816,touches_boundary,train,OHI_datasetIMG_2718_JPG.rf.6874bf5f6f62e9dd93c7192a24542051,0.1085
1.508,0.02469,0.193,,0.7754,touches_boundary,train,OHI_datasetIMG_2718_JPG.rf.6874bf5f6f62e9dd93c7192a24542051,0.1279
1.08,0.031194,0.17,,0.794,touches_boundary,train,OHI_datasetIMG_2744_JPG.rf.4fa5a4cb5ced93c518bfe783f0541fe5,0.1835
1.349,0.026231,0.1394,,0.8359,touches_boundary,train,OHI_datasetIMG_2744_JPG.rf.96f55f10d9d3f982e05b5aa5cf7685bc,0.1881
1.303,0.00573,0.0663,,0.8603,touches_boundary,train,OHI_datasetIMG_2745_JPG.rf.7f8e7b05a0ddd694db7e1ff0b277e9d4,0.0864
1.065,0.011497,0.1106,,0.8585,touches_boundary,train,OHI_datasetIMG_2745_JPG.rf.7f8e7b05a0ddd694db7e1ff0b277e9d4,0.1039
1.49,0.011001,0.128,,0.7364,touches_boundary,train,OHI_datasetIMG_2745_JPG.rf.cf7e9137dc5443108161fb6c20250128,0.0859
1.107,0.058863,0.2553,,0.8865,touches_boundary,train,OHI_datasetIMG_2802_jpeg.rf.8f0b75cce1a32e1f45e330e11ebc29e6,0.2306
1.522,0.0071,0.104,,0.8901,touches_boundary,train,OHI_datasetIMG_2802_jpeg.rf.8f0b75cce1a32e1f45e330e11ebc29e6,0.0683
1.008,0.009104,0.0951,,0.9729,touches_boundary,train,OHI_datasetIMG_2802_jpeg.rf.a6f41104285c4e0fd5825a2da65c87c9,0.0958
1.416,0.035561,0.1584,,1.0,touches_boundary,train,OHI_datasetIMG_2802_jpeg.rf.f2dcc1d15aef5aba29632ae1af90345d,0.2244
1.179,0.025544,0.1472,,0.7793,touches_boundary,train,OHI_datasetIMG_2803_jpeg.rf.0ee697f851f40781cd3445167a8fe01b,0.1735
4.844,0.003538,0.1309,,0.8554,touches_boundary,train,OHI_datasetIMG_2890_JPG.rf.4558efcb23675c835919ecf7d6d7c90a,0.027
2.219,0.008093,0.134,,0.6985,touches_boundary,train,OHI_datasetIMG_2890_JPG.rf.a3f366329fde57c86c77333224889e3b,0.0604
1.212,0.040706,0.2221,,0.8489,touches_boundary,train,OHI_datasetIMG_2905_JPG.rf.23cf3f42767cc87792c2b54a320a0016,0.1833
1.112,0.040929,0.2134,,0.795,touches_boundary,train,OHI_datasetIMG_2905_JPG.rf.85f63e0a26bf5cf357a46e964a8ff583,0.1918
1.461,0.009664,0.0813,,0.7609,touches_boundary,train,OHI_datasetIMG_2906_JPG.rf.2b1133ed282945b9a4a7424ad0ab5fe8,0.1188
1.244,0.049735,0.2487,,0.7716,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1d202ba74d87a2db59d2d83b29dde43a,0.2
1.344,0.058703,0.2809,,0.769,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1d202ba74d87a2db59d2d83b29dde43a,0.209
1.255,0.047577,0.1947,,0.7566,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1d202ba74d87a2db59d2d83b29dde43a,0.2444
1.009,0.040814,0.2011,,0.7552,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1d202ba74d87a2db59d2d83b29dde43a,0.203
1.041,0.064195,0.2585,,0.7523,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1d202ba74d87a2db59d2d83b29dde43a,0.2484
1.188,0.061382,0.2273,,0.7144,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1d202ba74d87a2db59d2d83b29dde43a,0.2701
1.477,0.059657,0.2968,,0.7763,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1d202ba74d87a2db59d2d83b29dde43a,0.201
1.125,0.039012,0.2095,,0.8493,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1f6aa098c07acdaae1c3c742ed709859,0.1862
1.643,0.045316,0.2729,,0.8516,touches_boundary,train,OHI_datasetIMG_2957_jpg.rf.1f6aa098c07acdaae1c3c742ed709859,0.1661
5.163,0.006618,0.1848,,0.728,extreme_aspect,train,OHI_datasetIMG_3098_JPG.rf.22421cbfb09f512558a9d502a01e6e70,0.0358
1.681,0.026995,0.213,,0.9171,touches_boundary,train,OHI_datasetIMG_3098_JPG.rf.22421cbfb09f512558a9d502a01e6e70,0.1267
1.07,0.019577,0.1447,,0.9719,touches_boundary,train,OHI_datasetIMG_3100_JPG.rf.15ff36dee47554b2c324ac078ee04618,0.1352
1.085,0.052634,0.2389,,0.9736,touches_boundary,train,OHI_datasetIMG_3100_JPG.rf.15ff36dee47554b2c324ac078ee04618,0.2203
1.181,0.020501,0.1317,,0.717,touches_boundary,train,OHI_datasetIMG_3100_JPG.rf.86e164a295dc2912a8d11ed8b26080c1,0.1556
1.063,0.022384,0.1451,,0.7456,touches_boundary,train,OHI_datasetIMG_3100_JPG.rf.86e164a295dc2912a8d11ed8b26080c1,0.1543
1.215,0.050764,0.2483,,0.7045,touches_boundary,train,OHI_datasetIMG_3100_JPG.rf.86e164a295dc2912a8d11ed8b26080c1,0.2044
1.407,0.033833,0.2182,,0.7609,touches_boundary,train,OHI_datasetIMG_3100_JPG.rf.86e164a295dc2912a8d11ed8b26080c1,0.1551
1.218,0.056792,0.216,,0.7564,touches_boundary,train,OHI_datasetIMG_3100_JPG.rf.86e164a295dc2912a8d11ed8b26080c1,0.263
1.342,0.02331,0.1768,,0.8399,touches_boundary,train,OHI_datasetIMG_3101_JPG.rf.ac0e239ff14527d994daedee4976579a,0.1318
1.609,0.022244,0.1892,,0.8173,touches_boundary,train,OHI_datasetIMG_3101_JPG.rf.ac0e239ff14527d994daedee4976579a,0.1176
1.1,0.009547,0.1025,,0.9379,touches_boundary,train,OHI_datasetIMG_3103_JPG.rf.5a75b8c86f3731c1e22d75ee55df2500,0.0931
1.149,0.010015,0.1073,,0.9455,touches_boundary,train,OHI_datasetIMG_3103_JPG.rf.5a75b8c86f3731c1e22d75ee55df2500,0.0934
1.098,0.039167,0.2074,,0.9481,touches_boundary,train,OHI_datasetIMG_3103_JPG.rf.5a75b8c86f3731c1e22d75ee55df2500,0.1889
1.198,0.009734,0.108,,0.9711,touches_boundary,train,OHI_datasetIMG_3103_JPG.rf.8fe94156b0358de1a00d2f5b8d9aae9d,0.0901
1.515,0.014607,0.1487,,0.9684,touches_boundary,train,OHI_datasetIMG_3103_JPG.rf.8fe94156b0358de1a00d2f5b8d9aae9d,0.0982
1.741,0.027257,0.2178,,0.7685,touches_boundary,train,OHI_datasetIMG_3107_JPG.rf.63afcf72bab612563812f45db5b9b969,0.1251
1.114,0.014465,0.127,,0.7647,touches_boundary,train,OHI_datasetIMG_3107_JPG.rf.63afcf72bab612563812f45db5b9b969,0.1139
1.428,0.024479,0.187,,0.7957,touches_boundary,train,OHI_datasetIMG_3134_JPG.rf.c48b7212ce6bb274d89d95aee9dfae64,0.1309
1.419,0.025357,0.1897,,0.8081,touches_boundary,train,OHI_datasetIMG_3134_JPG.rf.c48b7212ce6bb274d89d95aee9dfae64,0.1337
1.8,0.014876,0.1636,,0.8625,touches_boundary,train,OHI_datasetIMG_3135_JPG.rf.701fe70230d5394400a706ce409347df,0.0909
1.519,0.020211,0.1752,,0.8325,touches_boundary,train,OHI_datasetIMG_3146_JPG.rf.1f20cd371f0c4f3dafef9b61c1964e94,0.1154
1.493,0.040586,0.2462,,0.8336,touches_boundary,train,OHI_datasetIMG_3146_JPG.rf.1f20cd371f0c4f3dafef9b61c1964e94,0.1649
1.823,0.033867,0.2485,,0.8178,touches_boundary,train,OHI_datasetIMG_3146_JPG.rf.1f20cd371f0c4f3dafef9b61c1964e94,0.1363
3.976,0.007468,0.1723,,0.9241,touches_boundary,train,OHI_datasetIMG_3146_JPG.rf.f837d4e42bea7f2cf741a17fa0e74356,0.0433
1.063,0.034929,0.1927,,0.8456,touches_boundary,train,OHI_datasetIMG_3239_JPG.rf.1355c022e5a442e5edb2dd5004f10eba,0.1813
1.261,0.031265,0.1986,,0.8564,touches_boundary,train,OHI_datasetIMG_3239_JPG.rf.1355c022e5a442e5edb2dd5004f10eba,0.1574
1.696,0.035504,0.1447,,0.7298,touches_boundary,train,OHI_datasetIMG_3400_JPG.rf.1e3930e2946f55768da1d48ed45822f6,0.2454
1.061,0.031642,0.1832,,0.7032,touches_boundary,train,OHI_datasetIMG_3400_JPG.rf.1e3930e2946f55768da1d48ed45822f6,0.1727
1.45,0.045076,0.2557,,0.7386,touches_boundary,train,OHI_datasetIMG_3400_JPG.rf.1e3930e2946f55768da1d48ed45822f6,0.1763
1.198,0.03527,0.2056,,0.6761,touches_boundary,train,OHI_datasetIMG_3400_JPG.rf.961814dc7a8af3c1290e5b2043db9be9,0.1716
1.112,0.043749,0.1983,,0.6767,touches_boundary,train,OHI_datasetIMG_3400_JPG.rf.961814dc7a8af3c1290e5b2043db9be9,0.2206
1.192,0.042725,0.2257,,0.7575,touches_boundary,train,OHI_datasetIMG_3418_JPG.rf.2bbf466dc745e047d1b7afe8005541da,0.1893
1.748,0.035538,0.2492,,0.7683,touches_boundary,train,OHI_datasetIMG_3418_JPG.rf.2bbf466dc745e047d1b7afe8005541da,0.1426
1.036,0.043307,0.2118,,0.7498,touches_boundary,train,OHI_datasetIMG_3419_JPG.rf.8135822314f270462745e009248b91ff,0.2044
1.019,0.041029,0.2044,,0.7712,touches_boundary,train,OHI_datasetIMG_3448_jpg.rf.4d43e9bf5dbeaae842ed22062ce0a15c,0.2007
1.282,0.035868,0.2144,,0.7378,touches_boundary,train,OHI_datasetIMG_3448_jpg.rf.4d43e9bf5dbeaae842ed22062ce0a15c,0.1673
1.313,0.082122,0.3283,,0.7123,touches_boundary,train,OHI_datasetIMG_3448_jpg.rf.4d43e9bf5dbeaae842ed22062ce0a15c,0.2501
1.707,0.067506,0.3394,,0.7852,touches_boundary,train,OHI_datasetIMG_3448_jpg.rf.4d43e9bf5dbeaae842ed22062ce0a15c,0.1989
1.102,0.063444,0.2645,,0.7593,touches_boundary,train,OHI_datasetIMG_3448_jpg.rf.4d43e9bf5dbeaae842ed22062ce0a15c,0.2399
1.497,0.01246,0.1366,,0.8256,touches_boundary,train,OHI_datasetIMG_3451_jpg.rf.9ff393f76f191709807a5ddff28c4e67,0.0912
1.025,0.046451,0.2182,,0.735,touches_boundary,train,OHI_datasetIMG_3451_jpg.rf.d1e1a1ca22c34242911e780d46846b17,0.2129
2.641,0.018685,0.2221,,0.7957,touches_boundary,train,OHI_datasetIMG_3453_jpg.rf.fee6c27dd970c15adeb1ac9f88b27703,0.0841
1.776,0.040668,0.2688,,0.8677,touches_boundary,train,OHI_datasetIMG_3453_jpg.rf.fee6c27dd970c15adeb1ac9f88b27703,0.1513
2.329,0.056464,0.3627,,0.7516,touches_boundary,train,OHI_datasetIMG_3453_jpg.rf.fee6c27dd970c15adeb1ac9f88b27703,0.1557
1.986,0.068609,0.3691,,0.7833,touches_boundary,train,OHI_datasetIMG_3453_jpg.rf.fee6c27dd970c15adeb1ac9f88b27703,0.1859
1.826,0.044777,0.2859,,0.837,touches_boundary,train,OHI_datasetIMG_3453_jpg.rf.fee6c27dd970c15adeb1ac9f88b27703,0.1566
1.885,0.026188,0.2222,,0.7779,touches_boundary,train,OHI_datasetIMG_3495_JPG.rf.7dbd6c4680459c9118de4d7ac3f9fcec,0.1179
1.05,0.041443,0.2086,,0.7196,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.875ac9581b6f15d13ce22f4e454694d1,0.1986
1.116,0.044838,0.2237,,0.6935,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.875ac9581b6f15d13ce22f4e454694d1,0.2005
2.97,0.032485,0.3106,,0.643,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.875ac9581b6f15d13ce22f4e454694d1,0.1046
1.305,0.068266,0.2984,,0.678,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.875ac9581b6f15d13ce22f4e454694d1,0.2287
3.341,0.003977,0.0345,,0.6041,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.875ac9581b6f15d13ce22f4e454694d1,0.1153
1.142,0.042857,0.2212,,0.7231,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.cd78ccec7bd94aadcf6263063ad2640d,0.1937
2.664,0.035215,0.3063,,0.6918,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.cd78ccec7bd94aadcf6263063ad2640d,0.115
1.368,0.065979,0.3004,,0.6854,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.cd78ccec7bd94aadcf6263063ad2640d,0.2196
2.763,0.004736,0.0414,,0.6832,touches_boundary,train,OHI_datasetIMG_3497_JPG.rf.cd78ccec7bd94aadcf6263063ad2640d,0.1144
1.291,0.054482,0.2653,,0.8066,touches_boundary,train,OHI_datasetIMG_3498_JPG.rf.0ea9ded1a7dcec52d3dc90cabc31ac49,0.2054
1.209,0.056318,0.2609,,0.784,touches_boundary,train,OHI_datasetIMG_3498_JPG.rf.0ea9ded1a7dcec52d3dc90cabc31ac49,0.2159
1.264,0.05318,0.2592,,0.8962,touches_boundary,train,OHI_datasetIMG_3498_JPG.rf.ad7af3bb8bb575b4279e8e3ee155bf2e,0.2052
1.488,0.011574,0.1312,,0.8814,touches_boundary,train,OHI_datasetIMG_3536_JPG.rf.d3c688b8153c0eb608bc85bfabfdab68,0.0882
1.766,0.012696,0.1497,,0.8655,touches_boundary,train,OHI_datasetIMG_3536_JPG.rf.d3c688b8153c0eb608bc85bfabfdab68,0.0848
1.551,0.011372,0.1328,,0.8677,touches_boundary,train,OHI_datasetIMG_3536_JPG.rf.d3c688b8153c0eb608bc85bfabfdab68,0.0856
6.155,0.003393,0.1445,,1.0,extreme_aspect,train,OHI_datasetIMG_3542_jpg.rf.68943a37300ff29fb7b07739dc144643,0.0235
1.253,0.018553,0.1525,,0.7213,touches_boundary,train,OHI_datasetIMG_3572_JPG.rf.f17d57b069837709f1c302f7d4c77875,0.1217
1.09,0.026509,0.1559,,0.8663,touches_boundary,train,OHI_datasetIMG_3700_JPG.rf.81a786e73af814463a426d7d95244503,0.17
2.849,0.000907,0.0508,,1.0,extremely_small,train,OHI_datasetIMG_3773_jpg.rf.2d6bb88efe9142daecc81253e57392b7,0.0178
1.116,0.033331,0.1728,,0.8483,touches_boundary,train,OHI_datasetIMG_3805_JPG.rf.d2b5b600c800245c03a9d95562f651bb,0.1929
1.103,0.037243,0.1837,,0.7955,touches_boundary,train,OHI_datasetIMG_3805_JPG.rf.f10a919d10916f0cdddc6d12feb2f83b,0.2027
1.37,0.033595,0.2145,,0.7638,touches_boundary,train,OHI_datasetIMG_3864_JPG.rf.9becd57940a9015fe3345b5350ea1c69,0.1566
2.187,0.000643,0.0375,,1.0,extremely_small,train,OHI_datasetIMG_3883_JPG.rf.3654a52a2a3d0768f68a46a55972752c,0.0171
2.065,0.000725,0.0387,,0.9155,extremely_small,train,OHI_datasetIMG_3883_JPG.rf.f136a406ebb57862e98d526fbefcbf92,0.0187
1.35,0.007236,0.0988,,0.9106,touches_boundary,train,OHI_datasetIMG_3887_JPG.rf.312e34160b1786ecf70838cd752c5474,0.0732
1.119,0.007343,0.0907,,0.9231,touches_boundary,train,OHI_datasetIMG_3887_JPG.rf.312e34160b1786ecf70838cd752c5474,0.081
1.616,0.004982,0.0555,,0.8228,touches_boundary,train,OHI_datasetIMG_3887_JPG.rf.d2d16c02cc19cc55cc812cae9fd6ef12,0.0897
1.097,0.005928,0.0735,,0.8294,touches_boundary,train,OHI_datasetIMG_3887_JPG.rf.d2d16c02cc19cc55cc812cae9fd6ef12,0.0807
5.812,0.003038,0.1329,,1.0,extreme_aspect,train,OHI_datasetIMG_3937_JPG.rf.6e5e97f84ad85035fc407f442c187685,0.0229
5.82,0.001857,0.104,,1.0,extreme_aspect,train,OHI_datasetIMG_3942_JPG.rf.4e60403ee40365b985552a6211fe3751,0.0179
1.305,0.05027,0.2562,,0.7499,touches_boundary,train,OHI_datasetIMG_3944_JPG.rf.8b10879621bd20fb4c3b61193b4d5e7f,0.1962
5.091,0.00283,0.12,,1.0,extreme_aspect,train,OHI_datasetIMG_3958_JPG.rf.78e39faf02fd39fb80fe0760a1485e12,0.0236
1.071,0.025024,0.1637,,0.8103,touches_boundary,train,OHI_datasetIMG_3959_JPG.rf.09d1b874ab791315d8f4a8a93a5bb9c4,0.1528
5.211,0.001079,0.075,,1.0,extreme_aspect,train,OHI_datasetIMG_4115_JPG.rf.abdcc542e240756b6d34c8ef13700eca,0.0144
5.211,0.00096,0.0707,,1.0,extremely_small;extreme_aspect,train,OHI_datasetIMG_4115_JPG.rf.cdbdb59573590cc12c12596516fc81d7,0.0136
5.432,0.003796,0.1436,,1.0,extreme_aspect,train,OHI_datasetIMG_4160_JPG.rf.dd6b50a435760ca4a0df3058ffbd68ab,0.0264
1.304,0.009138,0.1092,,0.8189,touches_boundary,train,OHI_datasetIMG_4205_JPG.rf.13d641a577bf7b28884bdfebd7103a27,0.0837
1.516,0.010576,0.1266,,0.791,touches_boundary,train,OHI_datasetIMG_4205_JPG.rf.13d641a577bf7b28884bdfebd7103a27,0.0835
1.379,0.025201,0.1864,,0.8034,touches_boundary,train,OHI_datasetIMG_4207_JPG.rf.060c3fe877b11bb5c4c18f7bf2af14ad,0.1352
1.254,0.02836,0.1886,,0.6695,touches_boundary,train,OHI_datasetIMG_4207_JPG.rf.b676e896a131469474d03a5c7dd327a3,0.1504
1.356,0.016748,0.1507,,0.8817,touches_boundary,train,OHI_datasetIMG_4213_JPG.rf.12149ad72814d073c945116ed124f192,0.1112
5.95,0.002733,0.1275,,1.0,extreme_aspect,train,OHI_datasetIMG_4233_JPG.rf.79648dc1e08f6f6278cb98259a041b59,0.0214
6.563,0.00343,0.15,,1.0,extreme_aspect,train,OHI_datasetIMG_4233_JPG.rf.79648dc1e08f6f6278cb98259a041b59,0.0229
